    @RELATION xalan-2.5-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,8,1,0.68595,83,76,9,0,0.68595,83,0,0,0,0,0,38,119,0,7,0,7,8,0,8,0,8,8,0,8,0,38,119,0,7,0,7,8,0,8,0,8,8,0,8,0,true
    0.172382,3,10,5,0.0902579,0.155556,63,56,2,7,4,47,3,1,1,1,24,1,0.4319,241,218,22,0,0.414673,260,0,0,0,0,0,317,634,21,8,21,8,23,0,21,4,23,145,0,21,4,367,698,23,8,23,8,24,2,22,4,24,162,2,22,4,true
    0,0,0,0,0,0,0,0,0,0,0,7,3,14,6,0,7,1,0.789474,45,45,8,0,0.789474,45,0,0,1,1,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,12,61,0,5,0,5,7,0,7,0,7,0,0,7,0,false
    0,0,0,0,0,0,0,0,1,1,1,3,6,1,2,3,5,1,0.575,23,23,3,0,0.575,23,1,1,0,0,1,17,32,1,0,1,0,2,0,2,0,14,5,0,14,0,17,32,1,0,1,0,2,0,2,0,14,5,0,14,0,true
    0,0,0,0,0,0,0,0,0,2,2,11,5,9,15,0,7,1,0.57931,84,83,7,0,0.57931,84,0,0,3,5,0,61,153,4,1,4,1,7,0,6,0,7,14,0,6,0,61,153,4,1,4,1,7,0,6,0,7,14,0,6,0,true
    0,0,0,0,0,0,0,0,3,3,3,28,16,0,0,19,27,1,0.342857,60,56,8,0,0.342857,60,1,1,0,0,1,115,185,7,2,3,1,8,0,7,0,10,53,0,8,0,115,185,7,2,3,1,8,0,7,0,10,53,0,8,0,true
    0.111413,1,6,2,0.066482,0.0985222,24,20,1,4,4,29,17,0,0,14,20,1,0.351097,112,94,7,0,0.351097,112,1,1,0,0,1,207,361,17,1,13,0,6,0,6,0,8,79,0,7,0,207,361,17,1,13,0,6,0,6,0,8,79,0,7,0,true
    0,0,0,0,0,0,0,0,1,0,0,3,1,2,6,1,4,1,0.686567,46,44,3,0,0.686567,46,1,1,2,2,1,21,69,6,2,2,1,3,0,2,0,10,4,0,8,0,21,69,6,2,2,1,3,0,2,0,10,4,0,8,0,true
    0.251185,3,14,3,0.144357,0.217021,55,51,1,7,7,46,11,0,0,13,19,1,0.325967,118,107,7,0,0.325967,118,2,2,0,0,1,244,381,8,2,2,0,6,0,6,0,11,115,0,9,0,244,381,8,2,2,0,6,0,6,0,11,115,0,9,0,true
    0.247343,3,19,4,0.173397,0.229167,73,66,1,5,5,49,13,0,0,14,20,1,0.303614,126,112,7,0,0.303614,126,2,2,0,0,1,289,421,6,2,0,0,6,0,6,0,11,145,0,9,0,289,421,6,2,0,0,6,0,6,0,11,145,0,9,0,true
