    @RELATION poi-2.5-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,2,4,3,11,7,17,18,7,10,1,0.25,25,25,3,0,0.25,25,1,1,1,1,1,75,100,2,0,2,0,3,0,2,0,3,34,0,2,0,75,100,2,0,2,0,3,0,2,0,3,34,0,2,0,true
    0,0,0,0,0,0,0,0,2,1,1,22,5,2,2,10,24,0.214286,0.162963,22,20,3,11,0.162963,22,2,2,0,0,1,113,148,3,11,1,5,14,0,13,5,31,55,0,30,5,113,148,3,11,1,5,14,0,13,5,31,55,0,30,5,true
    0.0833333,3,15,3,0.0679348,0.104803,25,24,1,2,2,41,5,1,4,12,42,0.870968,0.302395,101,100,27,4,0.302395,101,1,1,0,0,1,233,368,24,20,22,15,30,10,30,12,46,86,10,44,15,233,368,24,20,22,15,30,10,30,12,46,86,10,44,15,false
    0.0473628,1,2,1,0.0328283,0.0515021,13,12,3,2,2,36,6,2,3,12,43,1,0.34903,126,126,32,0,0.34903,126,1,1,0,0,1,235,396,18,19,16,14,31,3,31,12,47,114,3,45,15,235,396,18,19,16,14,31,3,31,12,47,114,3,45,15,false
    0,0,0,0,0,0,0,0,1,0,0,3,1,7,11,1,4,1,0.636364,28,21,4,0,0.636364,28,2,2,0,0,1,16,39,2,5,0,0,3,0,3,0,19,3,0,19,0,16,39,2,5,0,0,3,0,3,0,19,3,0,19,0,false
    0.181058,1,1,1,0.0792683,0.123596,13,11,1,0,0,14,5,2,5,8,22,1,0.407895,62,62,15,0,0.407895,62,1,1,0,0,1,90,164,8,12,6,7,14,2,14,4,30,43,2,28,7,90,164,8,12,6,7,14,2,14,4,30,43,2,28,7,false
    0.058156,1,2,1,0.0431894,0.0681818,13,12,1,1,1,29,5,4,5,9,35,1,0.365591,102,102,27,0,0.365591,102,1,1,0,0,1,177,301,14,18,12,13,26,2,26,10,42,76,2,40,13,177,301,14,18,12,13,26,2,26,10,42,76,2,40,13,true
    0.156489,1,2,1,0.111111,0.181818,13,12,1,1,1,11,5,9,5,8,16,1,0.390909,43,43,9,0,0.390909,43,1,1,0,0,1,67,117,5,9,3,4,8,2,8,1,24,28,2,22,4,67,117,5,9,3,4,8,2,8,1,24,28,2,22,4,false
    0,0,0,0,0,0,0,0,2,2,2,14,4,4,6,10,19,1,0.410853,53,53,10,0,0.410853,53,1,1,1,1,1,76,136,2,6,1,2,9,0,9,0,17,30,0,17,0,76,136,2,6,1,2,9,0,9,0,17,30,0,17,0,false
    0.0433213,2,13,2,0.08,0.0923077,12,12,1,2,2,28,6,11,15,14,24,0.0909091,0.0638298,9,8,1,10,0.0638298,9,1,1,0,0,1,132,150,9,9,7,4,10,6,10,1,26,66,6,24,4,132,150,9,9,7,4,10,6,10,1,26,66,6,24,4,false
