    @RELATION log4j-1.1-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,0,0,0,12,4,18,17,0,12,1,0.754902,77,77,13,0,0.754902,77,0,0,2,21,0,25,111,0,4,0,4,12,0,12,3,12,0,0,12,3,25,111,0,4,0,4,12,0,12,3,12,0,0,12,3,false
    0,0,0,0,0,0,0,0,2,2,2,30,8,24,27,7,26,1,0.537549,136,132,19,0,0.537549,136,1,2,14,20,2,117,289,8,7,8,7,19,1,18,5,21,36,1,20,5,117,289,8,7,8,7,19,1,18,5,21,36,1,20,5,true
    0,0,0,0,0,0,0,0,2,3,3,26,9,1,0,24,40,0.529412,0.528571,148,124,9,8,0.528571,148,2,4,0,0,2,132,287,16,12,8,5,16,3,16,3,34,54,4,33,8,132,287,16,12,8,5,16,3,16,3,34,54,4,33,8,true
    0,0,0,0,0,0,0,0,11,2,2,14,10,13,14,13,25,1,0.497238,90,90,11,0,0.497238,90,0,0,2,2,0,91,197,3,0,3,0,12,3,10,0,12,20,3,10,0,91,197,3,0,3,0,12,3,10,0,12,20,3,10,0,true
    0,0,0,0,0,0,0,0,2,3,3,106,9,76,192,18,66,1,0.582207,517,509,44,0,0.582207,517,1,1,3,3,1,371,968,12,15,12,15,48,4,43,4,48,152,4,43,4,371,968,12,15,12,15,48,4,43,4,48,152,4,43,4,true
    0,0,0,0,0,0,0,0,1,1,1,6,0,1,3,0,3,0.333333,0.148148,4,4,1,2,0.148148,4,0,0,0,0,0,23,28,2,0,2,0,3,0,2,0,3,8,0,2,0,23,28,2,0,2,0,3,0,2,0,3,8,0,2,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,3,0,0,0,0,0,2,0,0,1,1,0,0,1,8,10,0,0,0,0,2,0,1,0,2,1,0,1,0,8,10,0,0,0,0,2,0,1,0,2,1,0,1,0,false
    0,0,0,0,0,0,0,0,1,3,3,11,5,1,2,5,8,1,0.363636,28,13,2,0,0.363636,28,0,0,0,0,0,49,83,4,0,4,0,3,0,1,0,3,25,0,1,0,49,83,4,0,4,0,3,0,1,0,3,25,0,1,0,false
    0.220551,1,6,2,0.0779221,0.163934,24,20,1,3,2,29,8,5,22,14,30,1,0.574394,166,156,14,0,0.574394,166,3,4,3,4,1,123,308,16,12,5,3,16,2,13,5,53,49,4,43,14,123,308,16,12,5,3,16,2,13,5,53,49,4,43,14,true
    0,0,0,0,0,0,0,0,3,3,2,32,5,0,0,10,24,0.923077,0.354839,99,95,12,1,0.354839,99,2,2,0,0,1,180,312,10,9,8,6,14,2,12,3,17,116,4,15,3,180,312,10,9,8,6,14,2,12,3,17,116,4,15,3,true
    0,0,0,0,0,0,0,0,1,4,2,45,9,17,35,16,38,0.952381,0.538784,257,225,20,1,0.538784,257,0,0,0,0,0,220,503,9,5,9,5,22,0,20,1,22,115,0,20,1,220,503,9,5,9,5,22,0,20,1,22,115,0,20,1,true
    0,0,0,0,0,0,0,0,0,0,0,5,2,33,11,0,5,1,0.592593,32,32,6,0,0.592593,32,1,1,5,7,1,22,58,2,4,2,3,5,2,5,0,8,3,2,8,1,22,58,2,4,2,3,5,2,5,0,8,3,2,8,1,false
