    @RELATION ant-1.5-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0.0847458,2,10,4,0.0459874,0.086,51,43,9,5,4,120,8,23,28,13,51,1,0.498929,466,419,26,0,0.506417,513,1,1,0,0,1,468,1033,13,7,13,7,38,0,25,2,38,239,0,25,2,500,1109,16,7,16,7,42,0,27,2,42,253,0,27,2,false
    0,0,0,0,0,0,0,0,0,0,0,11,4,23,53,3,14,1,0.694611,116,116,12,0,0.694611,116,0,0,0,0,0,51,171,6,6,6,6,11,0,11,2,11,21,0,11,2,51,171,6,6,6,6,11,0,11,2,11,21,0,11,2,false
    0,0,0,0,0,0,0,0,1,1,1,16,1,393,596,1,15,1,0.613497,100,100,15,0,0.613497,100,0,0,1,1,0,63,174,2,2,2,2,14,0,14,1,14,27,0,14,1,63,174,2,2,2,2,14,0,14,1,14,27,0,14,1,false
    0,0,0,0,0,0,0,0,0,0,0,7,1,20,14,0,7,1,0.883117,68,68,8,0,0.883117,68,0,0,16,22,0,9,75,0,0,0,0,7,0,7,0,7,0,0,7,0,9,75,0,0,0,0,7,0,7,0,7,0,0,7,0,false
    0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,4,1,0.87234,41,41,5,0,0.87234,41,1,1,3,6,1,6,42,0,0,0,0,4,0,4,4,11,0,0,11,4,6,42,0,0,0,0,4,0,4,4,11,0,0,11,4,false
    0,0,0,0,0,0,0,0,4,5,5,29,8,7,8,9,24,1,0.50813,125,122,13,0,0.50813,125,2,2,3,3,1,121,263,7,0,7,0,15,1,12,4,15,63,1,12,4,121,263,7,0,7,0,15,1,12,4,15,63,1,12,4,false
    0,0,0,0,0,0,0,0,1,2,2,15,2,2,2,1,9,1,0.503817,66,65,5,0,0.530612,78,0,0,0,0,0,65,141,4,1,4,1,8,0,4,0,8,35,0,4,0,69,154,6,1,6,1,8,0,4,0,8,35,0,4,0,false
    0,0,0,0,0,0,0,0,2,4,4,31,2,1,2,2,13,1,0.299539,65,60,6,0,0.295455,65,0,0,0,0,0,152,231,0,1,0,1,11,0,5,0,11,101,0,5,0,155,234,0,1,0,1,12,0,6,0,12,102,0,6,0,false
    0.191806,3,15,4,0.0735294,0.152231,60,58,6,6,6,95,6,61,72,11,44,1,0.545346,457,448,22,0,0.545346,457,1,2,4,4,2,381,816,18,9,18,9,33,0,21,7,33,235,0,21,7,381,816,18,9,18,9,33,0,21,7,33,235,0,21,7,false
    0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,0.333333,0.545455,6,6,1,2,0.545455,6,0,0,2,2,0,5,6,0,0,0,0,2,0,2,1,2,0,0,2,1,5,6,0,0,0,0,2,0,2,1,2,0,0,2,1,false
