    @RELATION synapse-1.1-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0.75,9,9,2,0,0.75,9,0,0,1,1,0,3,8,0,0,0,0,1,0,1,0,1,0,0,1,0,3,8,0,0,0,0,1,0,1,0,1,0,0,1,0,false
    0,0,0,0,0,0,0,0,1,2,2,18,3,20,16,5,10,0.8,0.277108,23,22,4,1,0.277108,23,0,0,3,3,0,60,95,2,1,2,1,5,0,4,0,5,33,0,4,0,60,95,2,1,2,1,5,0,4,0,5,33,0,4,0,false
    0,0,0,0,0,0,0,0,0,0,0,2,1,11,10,0,2,1,0.777778,14,14,3,0,0.777778,14,0,0,8,19,0,4,16,0,0,0,0,2,0,2,0,2,0,0,2,0,4,16,0,0,0,0,2,0,2,0,2,0,0,2,0,false
    0,0,0,0,0,0,0,0,0,0,0,4,1,94,58,0,4,1,0.8125,26,26,5,0,0.8125,26,0,0,2,41,0,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,6,31,0,2,0,2,4,0,4,1,4,0,0,4,1,false
    0,0,0,0,0,0,0,0,0,0,0,48,5,119,217,0,48,0.959184,0.791667,190,190,47,2,0.791667,190,0,0,4,4,0,50,281,0,22,0,22,48,0,48,19,48,0,0,48,19,50,281,0,22,0,22,48,0,48,19,48,0,0,48,19,false
    0.105175,1,2,1,0.0588235,0.0763359,10,10,1,5,5,31,5,5,7,4,10,0.666667,0.160256,25,18,4,2,0.160256,25,0,0,0,0,0,131,170,5,2,5,2,6,0,5,1,6,74,0,5,1,131,170,5,2,5,2,6,0,5,1,6,74,0,5,1,false
    0,0,0,0,0,0,0,0,0,0,0,3,1,9,3,0,3,1,0.782609,18,18,4,0,0.782609,18,1,1,1,2,1,5,23,0,2,0,2,3,0,3,1,5,0,0,5,1,5,23,0,2,0,2,3,0,3,1,5,0,0,5,1,false
    0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1,0.56962,90,90,1,0,0.56962,90,0,0,0,0,0,68,191,65,0,65,0,0,65,0,0,0,0,65,0,0,68,191,65,0,65,0,0,65,0,0,0,0,65,0,0,true
    0,0,0,0,0,0,0,0,0,0,0,3,0,93,135,0,3,0.25,0.2,3,3,1,3,0.2,3,0,0,0,0,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,12,17,1,0,1,0,3,0,3,0,3,3,0,3,0,false
    0,0,0,0,0,0,0,0,1,1,1,5,1,1,0,3,6,0.333333,0.153846,4,3,1,2,0.111111,4,0,0,0,0,0,22,30,1,0,1,0,3,0,2,0,3,11,0,2,0,32,40,1,0,1,0,4,0,3,0,4,17,0,3,0,false
